ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Category
MukuniMarch-103_light-1,,MukuniMarch,103_light,mumuni,mumuni,m u m u n i,,Sawka2019,,,^ m u m u n i $,default,thing
Mukuni-103_light-1,,Mukuni,103_light,mumuni,mumuni,m u m u n i,,Sawka2019,,,^ m u m u n i $,default,thing
Sekute2013-103_light-1,,Sekute2013,103_light,mumuni,mumuni,m u m u n i,,Sawka2019,,,^ m u m u n i $,default,thing
Sekute-103_light-1,,Sekute,103_light,mumuni,mumuni,m u m u n i,,Sawka2019,,,^ m u m u n i $,default,thing
Musukotwani-103_light-1,,Musukotwani,103_light,mumuni,mumuni,m u m u n i,,Sawka2019,,,^ m u m u n i $,default,thing
Ila-103_light-1,,Ila,103_light,mumuni,mumuni,m u m u n i,,Sawka2019,,,^ m u m u n i $,default,thing
Lozi-103_light-1,,Lozi,103_light,liseli,liseli,l i s e l i,,Sawka2019,,,^ l i s e l i $,default,thing
Chewa-103_light-1,,Chewa,103_light,kuunika,kuunika,k uː n i k a,,Sawka2019,,,^ k uu n i k a $,default,thing
Nkoya1-103_light-1,,Nkoya1,103_light,kuyela,kuyela,k u y e l a,,Sawka2019,,,^ k u y e l a $,default,thing
Nkoya2-103_light-1,,Nkoya2,103_light,kumunika,kumunika,k u m u n i k a,,Sawka2019,,,^ k u m u n i k a $,default,thing
Tonga-104_meat-1,,Tonga,104_meat,nyama,nyama,nʲ a m a,,Sawka2019,,,^ ny a m a $,default,thing
MukuniMarch-104_meat-1,,MukuniMarch,104_meat,nyama,nyama,nʲ a m a,,Sawka2019,,,^ ny a m a $,default,thing
Mukuni-104_meat-1,,Mukuni,104_meat,nyama,nyama,nʲ a m a,,Sawka2019,,,^ ny a m a $,default,thing
Sekute2013-104_meat-1,,Sekute2013,104_meat,nyama,nyama,nʲ a m a,,Sawka2019,,,^ ny a m a $,default,thing
Sekute-104_meat-1,,Sekute,104_meat,nyama,nyama,nʲ a m a,,Sawka2019,,,^ ny a m a $,default,thing
Musukotwani-104_meat-1,,Musukotwani,104_meat,nyama,nyama,nʲ a m a,,Sawka2019,,,^ ny a m a $,default,thing
Ila-104_meat-1,,Ila,104_meat,buzani,buzani,b u z a n i,,Sawka2019,,,^ b u z a n i $,default,thing
Lozi-104_meat-1,,Lozi,104_meat,nama,nama,n a m a,,Sawka2019,,,^ n a m a $,default,thing
Chewa-104_meat-1,,Chewa,104_meat,nyama,nyama,nʲ a m a,,Sawka2019,,,^ ny a m a $,default,thing
Nkoya1-104_meat-1,,Nkoya1,104_meat,nyama,nyama,nʲ a m a,,Sawka2019,,,^ ny a m a $,default,thing
Nkoya2-104_meat-1,,Nkoya2,104_meat,nyama,nyama,nʲ a m a,,Sawka2019,,,^ ny a m a $,default,thing
Tonga-105_medicine-1,,Tonga,105_medicine,musamu,musamu,m u s a m u,,Sawka2019,,,^ m u s a m u $,default,thing
MukuniMarch-105_medicine-1,,MukuniMarch,105_medicine,mucelo,mucelo,m u c/tʃ e l o,,Sawka2019,,,^ m u c e l o $,default,thing
Mukuni-105_medicine-1,,Mukuni,105_medicine,musamu,musamu,m u s a m u,,Sawka2019,,,^ m u s a m u $,default,thing
Sekute2013-105_medicine-1,,Sekute2013,105_medicine,mucelo,mucelo,m u c/tʃ e l o,,Sawka2019,,,^ m u c e l o $,default,thing
Sekute-105_medicine-1,,Sekute,105_medicine,musamu,musamu,m u s a m u,,Sawka2019,,,^ m u s a m u $,default,thing
Musukotwani-105_medicine-1,,Musukotwani,105_medicine,musamu,musamu,m u s a m u,,Sawka2019,,,^ m u s a m u $,default,thing
Ila-105_medicine-1,,Ila,105_medicine,musamu,musamu,m u s a m u,,Sawka2019,,,^ m u s a m u $,default,thing
Lozi-105_medicine-1,,Lozi,105_medicine,mulyani,mulyani,m u lʲ a n i,,Sawka2019,,,^ m u ly a n i $,default,thing
Chewa-105_medicine-1,,Chewa,105_medicine,mankhwala,mankhwala,m a ŋ k hʷ a l a,,Sawka2019,,,^ m a nk hw a l a $,default,thing
Nkoya1-105_medicine-1,,Nkoya1,105_medicine,wanga,wanga,w a ⁿg a,,Sawka2019,,,^ w a ng a $,default,thing
Nkoya2-105_medicine-1,,Nkoya2,105_medicine,wanga,wanga,w a ⁿg a,,Sawka2019,,,^ w a ng a $,default,thing
Tonga-106_milk-1,,Tonga,106_milk,mukupa,mukupa,m u k u p a,,Sawka2019,,,^ m u k u p a $,default,thing
MukuniMarch-106_milk-1,,MukuniMarch,106_milk,malili,malili,m a l i l i,,Sawka2019,,,^ m a l i l i $,default,thing
Mukuni-106_milk-1,,Mukuni,106_milk,malili,malili,m a l i l i,,Sawka2019,,,^ m a l i l i $,default,thing
Sekute2013-106_milk-1,,Sekute2013,106_milk,muzilili,muzilili,m u z i l i l i,,Sawka2019,,,^ m u z i l i l i $,default,thing
Sekute-106_milk-1,,Sekute,106_milk,malili,malili,m a l i l i,,Sawka2019,,,^ m a l i l i $,default,thing
Musukotwani-106_milk-1,,Musukotwani,106_milk,mukupa,mukupa,m u k u p a,,Sawka2019,,,^ m u k u p a $,default,thing
Ila-106_milk-1,,Ila,106_milk,mukupa,mukupa,m u k u p a,,Sawka2019,,,^ m u k u p a $,default,thing
Lozi-106_milk-1,,Lozi,106_milk,mabisi,mabisi,m a b i s i,,Sawka2019,,,^ m a b i s i $,default,thing
Chewa-106_milk-1,,Chewa,106_milk,mukaka,mukaka,m u k a k a,,Sawka2019,,,^ m u k a k a $,default,thing
Nkoya1-106_milk-1,,Nkoya1,106_milk,mabishi,mabishi,m a b i sh/ʃ i,,Sawka2019,,,^ m a b i sh i $,default,thing
Nkoya2-106_milk-1,,Nkoya2,106_milk,manhwe,manhwe,m a n hʷ e,,Sawka2019,,,^ m a nhw e $,default,thing
Tonga-107_month-1,,Tonga,107_month,mwezi,mwezi,mʷ e z i,,Sawka2019,,,^ mw e z i $,default,thing
MukuniMarch-107_month-1,,MukuniMarch,107_month,mwezi,mwezi,mʷ e z i,,Sawka2019,,,^ mw e z i $,default,thing
Mukuni-107_month-1,,Mukuni,107_month,mwezi,mwezi,mʷ e z i,,Sawka2019,,,^ mw e z i $,default,thing
Sekute2013-107_month-1,,Sekute2013,107_month,mwezi,mwezi,mʷ e z i,,Sawka2019,,,^ mw e z i $,default,thing
Sekute-107_month-1,,Sekute,107_month,mwezi,mwezi,mʷ e z i,,Sawka2019,,,^ mw e z i $,default,thing
Musukotwani-107_month-1,,Musukotwani,107_month,mwezi,mwezi,mʷ e z i,,Sawka2019,,,^ mw e z i $,default,thing
Ila-107_month-1,,Ila,107_month,mwezhi,mwezhi,mʷ e zh/dʒ i,,Sawka2019,,,^ mw e zh i $,default,thing
Lozi-107_month-1,,Lozi,107_month,kweli,kweli,kʷ e l i,,Sawka2019,,,^ kw e l i $,default,thing
Chewa-107_month-1,,Chewa,107_month,mwezi,mwezi,mʷ e z i,,Sawka2019,,,^ mw e z i $,default,thing
Nkoya1-107_month-1,,Nkoya1,107_month,ngonda,ngonda,ⁿg o ⁿd a,,Sawka2019,,,^ ng o nd a $,default,thing
Nkoya2-107_month-1,,Nkoya2,107_month,ngonda,ngonda,ⁿg o ⁿd a,,Sawka2019,,,^ ng o nd a $,default,thing
Tonga-108_moon-1,,Tonga,108_moon,mwezi,mwezi,mʷ e z i,,Sawka2019,,,^ mw e z i $,default,thing
MukuniMarch-108_moon-1,,MukuniMarch,108_moon,mwezi,mwezi,mʷ e z i,,Sawka2019,,,^ mw e z i $,default,thing
Mukuni-108_moon-1,,Mukuni,108_moon,mwezi,mwezi,mʷ e z i,,Sawka2019,,,^ mw e z i $,default,thing
Sekute2013-108_moon-1,,Sekute2013,108_moon,mwezi,mwezi,mʷ e z i,,Sawka2019,,,^ mw e z i $,default,thing
Sekute-108_moon-1,,Sekute,108_moon,mwezi,mwezi,mʷ e z i,,Sawka2019,,,^ mw e z i $,default,thing
Musukotwani-108_moon-1,,Musukotwani,108_moon,mwezi,mwezi,mʷ e z i,,Sawka2019,,,^ mw e z i $,default,thing
Ila-108_moon-1,,Ila,108_moon,mwezhi,mwezhi,mʷ e zh/dʒ i,,Sawka2019,,,^ mw e zh i $,default,thing
Lozi-108_moon-1,,Lozi,108_moon,kweli,kweli,kʷ e l i,,Sawka2019,,,^ kw e l i $,default,thing
Chewa-108_moon-1,,Chewa,108_moon,mwezi,mwezi,mʷ e z i,,Sawka2019,,,^ mw e z i $,default,thing
Nkoya1-108_moon-1,,Nkoya1,108_moon,ngonda,ngonda,ⁿg o ⁿd a,,Sawka2019,,,^ ng o nd a $,default,thing
Nkoya2-108_moon-1,,Nkoya2,108_moon,ngonda,ngonda,ⁿg o ⁿd a,,Sawka2019,,,^ ng o nd a $,default,thing
Tonga-109_mountain-1,,Tonga,109_mountain,malundu,malundu,m a l u ⁿd u,,Sawka2019,,,^ m a l u nd u $,default,thing
MukuniMarch-109_mountain-1,,MukuniMarch,109_mountain,mulundu,mulundu,m u l u ⁿd u,,Sawka2019,,,^ m u l u nd u $,default,thing
Mukuni-109_mountain-1,,Mukuni,109_mountain,cilundu,cilundu,c/tʃ i l u ⁿd u,,Sawka2019,,,^ c i l u nd u $,default,thing
Sekute2013-109_mountain-1,,Sekute2013,109_mountain,cilundu,cilundu,c/tʃ i l u ⁿd u,,Sawka2019,,,^ c i l u nd u $,default,thing
Sekute-109_mountain-1,,Sekute,109_mountain,cilundu,cilundu,c/tʃ i l u ⁿd u,,Sawka2019,,,^ c i l u nd u $,default,thing
Musukotwani-109_mountain-1,,Musukotwani,109_mountain,mulundu,mulundu,m u l u ⁿd u,,Sawka2019,,,^ m u l u nd u $,default,thing
Ila-109_mountain-1,,Ila,109_mountain,mapili,mapili,m a p i l i,,Sawka2019,,,^ m a p i l i $,default,thing
Lozi-109_mountain-1,,Lozi,109_mountain,lilundu,lilundu,l i l u ⁿd u,,Sawka2019,,,^ l i l u nd u $,default,thing
Chewa-109_mountain-1,,Chewa,109_mountain,phiri,phiri,pʰ i r i,,Sawka2019,,,^ ph i r i $,default,thing
Nkoya1-109_mountain-1,,Nkoya1,109_mountain,kena,kena,k e n a,,Sawka2019,,,^ k e n a $,default,thing
Nkoya2-109_mountain-1,,Nkoya2,109_mountain,hamapiji,hamapiji,h a m a p i j/dʒ i,,Sawka2019,,,^ h a m a p i j i $,default,thing
Tonga-110_mourningsadness-1,,Tonga,110_mourningsadness,kulila,kulila,k u l i l a,,Sawka2019,,,^ k u l i l a $,default,thing
MukuniMarch-110_mourningsadness-1,,MukuniMarch,110_mourningsadness,kusaa,kusaa,k u s aː,,Sawka2019,,,^ k u s aa $,default,thing
Mukuni-110_mourningsadness-1,,Mukuni,110_mourningsadness,kusaa,kusaa,k u s aː,,Sawka2019,,,^ k u s aa $,default,thing
Sekute2013-110_mourningsadness-1,,Sekute2013,110_mourningsadness,kusaa,kusaa,k u s aː,,Sawka2019,,,^ k u s aa $,default,thing
Sekute-110_mourningsadness-1,,Sekute,110_mourningsadness,kusaa,kusaa,k u s aː,,Sawka2019,,,^ k u s aa $,default,thing
Musukotwani-110_mourningsadness-1,,Musukotwani,110_mourningsadness,kusaa,kusaa,k u s aː,,Sawka2019,,,^ k u s aa $,default,thing
Ila-110_mourningsadness-1,,Ila,110_mourningsadness,kulila,kulila,k u l i l a,,Sawka2019,,,^ k u l i l a $,default,thing
Lozi-110_mourningsadness-1,,Lozi,110_mourningsadness,sililo,sililo,s i l i l o,,Sawka2019,,,^ s i l i l o $,default,thing
Chewa-110_mourningsadness-1,,Chewa,110_mourningsadness,kulira-cisoni,kulira-cisoni,k u l i r a + c/tʃ i s o n i,,Sawka2019,,,^ k u l i r a - c i s o n i $,default,thing
Nkoya1-110_mourningsadness-1,,Nkoya1,110_mourningsadness,malila,malila,m a l i l a,,Sawka2019,,,^ m a l i l a $,default,thing
Nkoya2-110_mourningsadness-1,,Nkoya2,110_mourningsadness,lumenemene,lumenemene,l u m e n e m e n e,,Sawka2019,,,^ l u m e n e m e n e $,default,thing
Tonga-111_name-1,,Tonga,111_name,zina,zina,z i n a,,Sawka2019,,,^ z i n a $,default,thing
MukuniMarch-111_name-1,,MukuniMarch,111_name,zina,zina,z i n a,,Sawka2019,,,^ z i n a $,default,thing
Mukuni-111_name-1,,Mukuni,111_name,zina,zina,z i n a,,Sawka2019,,,^ z i n a $,default,thing
Sekute2013-111_name-1,,Sekute2013,111_name,izina,izina,i z i n a,,Sawka2019,,,^ i z i n a $,default,thing
Sekute-111_name-1,,Sekute,111_name,zina,zina,z i n a,,Sawka2019,,,^ z i n a $,default,thing
Musukotwani-111_name-1,,Musukotwani,111_name,zina,zina,z i n a,,Sawka2019,,,^ z i n a $,default,thing
Ila-111_name-1,,Ila,111_name,Izhina,Izhina,I/i zh/dʒ i n a,,Sawka2019,,,^ I zh i n a $,default,thing
Lozi-111_name-1,,Lozi,111_name,libizo,libizo,l i b i z o,,Sawka2019,,,^ l i b i z o $,default,thing
Chewa-111_name-1,,Chewa,111_name,zina,zina,z i n a,,Sawka2019,,,^ z i n a $,default,thing
Nkoya1-111_name-1,,Nkoya1,111_name,lizina,lizina,l i z i n a,,Sawka2019,,,^ l i z i n a $,default,thing
Nkoya2-111_name-1,,Nkoya2,111_name,jidina,jidina,j/dʒ i d i n a,,Sawka2019,,,^ j i d i n a $,default,thing
Tonga-112_night-1,,Tonga,112_night,masiku,masiku,m a s i k u,,Sawka2019,,,^ m a s i k u $,default,thing
MukuniMarch-112_night-1,,MukuniMarch,112_night,masiku,masiku,m a s i k u,,Sawka2019,,,^ m a s i k u $,default,thing
Mukuni-112_night-1,,Mukuni,112_night,masiku,masiku,m a s i k u,,Sawka2019,,,^ m a s i k u $,default,thing
Sekute2013-112_night-1,,Sekute2013,112_night,busiku,busiku,b u s i k u,,Sawka2019,,,^ b u s i k u $,default,thing
Sekute-112_night-1,,Sekute,112_night,masiku,masiku,m a s i k u,,Sawka2019,,,^ m a s i k u $,default,thing
Musukotwani-112_night-1,,Musukotwani,112_night,busiku,busiku,b u s i k u,,Sawka2019,,,^ b u s i k u $,default,thing
Ila-112_night-1,,Ila,112_night,mashiku,mashiku,m a sh/ʃ i k u,,Sawka2019,,,^ m a sh i k u $,default,thing
Lozi-112_night-1,,Lozi,112_night,busihu,busihu,b u s i h u,,Sawka2019,,,^ b u s i h u $,default,thing
Chewa-112_night-1,,Chewa,112_night,usiku,usiku,u s i k u,,Sawka2019,,,^ u s i k u $,default,thing
Nkoya1-112_night-1,,Nkoya1,112_night,ushiku,ushiku,u sh/ʃ i k u,,Sawka2019,,,^ u sh i k u $,default,thing
Nkoya2-112_night-1,,Nkoya2,112_night,ushiku,ushiku,u sh/ʃ i k u,,Sawka2019,,,^ u sh i k u $,default,thing
Tonga-113_path-1,,Tonga,113_path,kazila,kazila,k a z i l a,,Sawka2019,,,^ k a z i l a $,default,thing
MukuniMarch-113_path-1,,MukuniMarch,113_path,kazila,kazila,k a z i l a,,Sawka2019,,,^ k a z i l a $,default,thing
Mukuni-113_path-1,,Mukuni,113_path,nzila,nzila,ⁿz i l a,,Sawka2019,,,^ nz i l a $,default,thing
Sekute2013-113_path-1,,Sekute2013,113_path,kazila,kazila,k a z i l a,,Sawka2019,,,^ k a z i l a $,default,thing
Sekute-113_path-1,,Sekute,113_path,kazila/nzila,kazila,k a z i l a,,Sawka2019,,,^ k a z i l a $,default,thing
Sekute-113_path-2,,Sekute,113_path,kazila/nzila,nzila,ⁿz i l a,,Sawka2019,,,^ nz i l a $,default,thing
Musukotwani-113_path-1,,Musukotwani,113_path,kazila,kazila,k a z i l a,,Sawka2019,,,^ k a z i l a $,default,thing
Ila-113_path-1,,Ila,113_path,kazhila,kazhila,k a zh/dʒ i l a,,Sawka2019,,,^ k a zh i l a $,default,thing
Lozi-113_path-1,,Lozi,113_path,nzila,nzila,ⁿz i l a,,Sawka2019,,,^ nz i l a $,default,thing
Chewa-113_path-1,,Chewa,113_path,njira,njira,ⁿdʒ i r a,,Sawka2019,,,^ nj i r a $,default,thing
Nkoya1-113_path-1,,Nkoya1,113_path,nzila,nzila,ⁿz i l a,,Sawka2019,,,^ nz i l a $,default,thing
Nkoya2-113_path-1,,Nkoya2,113_path,kadila kakashe,kadila kakashe,k a d i l a + k a k a sh/ʃ e,,Sawka2019,,,^ k a d i l a + k a k a sh e $,default,thing
Tonga-114_porridge-1,,Tonga,114_porridge,ceele,ceele,c/tʃ eː l e,,Sawka2019,,,^ c ee l e $,default,thing
MukuniMarch-114_porridge-1,,MukuniMarch,114_porridge,ceele,ceele,c/tʃ eː l e,,Sawka2019,,,^ c ee l e $,default,thing
Mukuni-114_porridge-1,,Mukuni,114_porridge,ceele,ceele,c/tʃ eː l e,,Sawka2019,,,^ c ee l e $,default,thing
Sekute2013-114_porridge-1,,Sekute2013,114_porridge,ceele,ceele,c/tʃ eː l e,,Sawka2019,,,^ c ee l e $,default,thing
Sekute-114_porridge-1,,Sekute,114_porridge,ceele,ceele,c/tʃ eː l e,,Sawka2019,,,^ c ee l e $,default,thing
Musukotwani-114_porridge-1,,Musukotwani,114_porridge,ceele,ceele,c/tʃ eː l e,,Sawka2019,,,^ c ee l e $,default,thing
Ila-114_porridge-1,,Ila,114_porridge,ceele,ceele,c/tʃ eː l e,,Sawka2019,,,^ c ee l e $,default,thing
Lozi-114_porridge-1,,Lozi,114_porridge,palica,palica,p a l i c/tʃ a,,Sawka2019,,,^ p a l i c a $,default,thing
Chewa-114_porridge-1,,Chewa,114_porridge,phala,phala,pʰ a l a,,Sawka2019,,,^ ph a l a $,default,thing
Nkoya2-114_porridge-1,,Nkoya2,114_porridge,poliki,poliki,p o l i k i,,Sawka2019,,,^ p o l i k i $,default,thing
Tonga-115_rain-1,,Tonga,115_rain,mvula,mvula,m v u l a,,Sawka2019,,,^ m v u l a $,default,thing
MukuniMarch-115_rain-1,,MukuniMarch,115_rain,mvula,mvula,m v u l a,,Sawka2019,,,^ m v u l a $,default,thing
Mukuni-115_rain-1,,Mukuni,115_rain,mvula,mvula,m v u l a,,Sawka2019,,,^ m v u l a $,default,thing
Sekute2013-115_rain-1,,Sekute2013,115_rain,mvula,mvula,m v u l a,,Sawka2019,,,^ m v u l a $,default,thing
Sekute-115_rain-1,,Sekute,115_rain,mvula,mvula,m v u l a,,Sawka2019,,,^ m v u l a $,default,thing
Musukotwani-115_rain-1,,Musukotwani,115_rain,mvula,mvula,m v u l a,,Sawka2019,,,^ m v u l a $,default,thing
Ila-115_rain-1,,Ila,115_rain,Inhula,Inhula,I/i n h u l a,,Sawka2019,,,^ I nh u l a $,default,thing
Lozi-115_rain-1,,Lozi,115_rain,pula,pula,p u l a,,Sawka2019,,,^ p u l a $,default,thing
Chewa-115_rain-1,,Chewa,115_rain,mvula,mvula,m v u l a,,Sawka2019,,,^ m v u l a $,default,thing
Nkoya1-115_rain-1,,Nkoya1,115_rain,mvula,mvula,m v u l a,,Sawka2019,,,^ m v u l a $,default,thing
Nkoya2-115_rain-1,,Nkoya2,115_rain,mvula,mvula,m v u l a,,Sawka2019,,,^ m v u l a $,default,thing
Tonga-116_river-1,,Tonga,116_river,mulonga,mulonga,m u l o ⁿg a,,Sawka2019,,,^ m u l o ng a $,default,thing
MukuniMarch-116_river-1,,MukuniMarch,116_river,mulonga,mulonga,m u l o ⁿg a,,Sawka2019,,,^ m u l o ng a $,default,thing
Mukuni-116_river-1,,Mukuni,116_river,mulonga,mulonga,m u l o ⁿg a,,Sawka2019,,,^ m u l o ng a $,default,thing
Sekute2013-116_river-1,,Sekute2013,116_river,mulonga,mulonga,m u l o ⁿg a,,Sawka2019,,,^ m u l o ng a $,default,thing
Sekute-116_river-1,,Sekute,116_river,mulonga,mulonga,m u l o ⁿg a,,Sawka2019,,,^ m u l o ng a $,default,thing
Musukotwani-116_river-1,,Musukotwani,116_river,mulonga,mulonga,m u l o ⁿg a,,Sawka2019,,,^ m u l o ng a $,default,thing
Ila-116_river-1,,Ila,116_river,Lweenje,Lweenje,L/lʷ eː ⁿdʒ e,,Sawka2019,,,^ Lw ee nj e $,default,thing
Lozi-116_river-1,,Lozi,116_river,nuka,nuka,n u k a,,Sawka2019,,,^ n u k a $,default,thing
Chewa-116_river-1,,Chewa,116_river,mtsinje,mtsinje,m ts i ⁿdʒ e,,Sawka2019,,,^ m ts i nj e $,default,thing
Nkoya1-116_river-1,,Nkoya1,116_river,mushindu,mushindu,m u sh/ʃ i ⁿd u,,Sawka2019,,,^ m u sh i nd u $,default,thing
Nkoya2-116_river-1,,Nkoya2,116_river,mushindi,mushindi,m u sh/ʃ i ⁿd i,,Sawka2019,,,^ m u sh i nd i $,default,thing
Tonga-117_root-1,,Tonga,117_root,muyanda,muyanda,m u y a ⁿd a,,Sawka2019,,,^ m u y a nd a $,default,thing
MukuniMarch-117_root-1,,MukuniMarch,117_root,muyunda,muyunda,m u y u ⁿd a,,Sawka2019,,,^ m u y u nd a $,default,thing
Mukuni-117_root-1,,Mukuni,117_root,muyanda,muyanda,m u y a ⁿd a,,Sawka2019,,,^ m u y a nd a $,default,thing
Sekute2013-117_root-1,,Sekute2013,117_root,muyanda,muyanda,m u y a ⁿd a,,Sawka2019,,,^ m u y a nd a $,default,thing
Sekute-117_root-1,,Sekute,117_root,muyanda,muyanda,m u y a ⁿd a,,Sawka2019,,,^ m u y a nd a $,default,thing
Musukotwani-117_root-1,,Musukotwani,117_root,muyanda,muyanda,m u y a ⁿd a,,Sawka2019,,,^ m u y a nd a $,default,thing
Ila-117_root-1,,Ila,117_root,muzanda,muzanda,m u z a ⁿd a,,Sawka2019,,,^ m u z a nd a $,default,thing
Lozi-117_root-1,,Lozi,117_root,mubisi,mubisi,m u b i s i,,Sawka2019,,,^ m u b i s i $,default,thing
Chewa-117_root-1,,Chewa,117_root,mudzu,mudzu,m u dz u,,Sawka2019,,,^ m u dz u $,default,thing
Nkoya1-117_root-1,,Nkoya1,117_root,mupishi,mupishi,m u p i sh/ʃ i,,Sawka2019,,,^ m u p i sh i $,default,thing
Nkoya2-117_root-1,,Nkoya2,117_root,mupishi,mupishi,m u p i sh/ʃ i,,Sawka2019,,,^ m u p i sh i $,default,thing
MukuniMarch-118_rope-1,,MukuniMarch,118_rope,ntambo,ntambo,ⁿt a ⁿb o,,Sawka2019,,,^ nt a mb o $,default,thing
Mukuni-118_rope-1,,Mukuni,118_rope,ntambo,ntambo,ⁿt a ⁿb o,,Sawka2019,,,^ nt a mb o $,default,thing
Sekute2013-118_rope-1,,Sekute2013,118_rope,ntambo,ntambo,ⁿt a ⁿb o,,Sawka2019,,,^ nt a mb o $,default,thing
Sekute-118_rope-1,,Sekute,118_rope,ntambo,ntambo,ⁿt a ⁿb o,,Sawka2019,,,^ nt a mb o $,default,thing
Musukotwani-118_rope-1,,Musukotwani,118_rope,ntambo,ntambo,ⁿt a ⁿb o,,Sawka2019,,,^ nt a mb o $,default,thing
Ila-118_rope-1,,Ila,118_rope,lukalo,lukalo,l u k a l o,,Sawka2019,,,^ l u k a l o $,default,thing
Lozi-118_rope-1,,Lozi,118_rope,muhala,muhala,m u h a l a,,Sawka2019,,,^ m u h a l a $,default,thing
Chewa-118_rope-1,,Chewa,118_rope,chingwe,chingwe,tʃʰ i ŋ gʷ e,,Sawka2019,,,^ ch i ngw e $,default,thing
Nkoya1-118_rope-1,,Nkoya1,118_rope,mukunzi,mukunzi,m u k u ⁿz i,,Sawka2019,,,^ m u k u nz i $,default,thing
Nkoya2-118_rope-1,,Nkoya2,118_rope,lunyimbwa/nthambo,lunyimbwa,l u nʲ i ⁿb w a,,Sawka2019,,,^ l u ny i mb w a $,default,thing
Nkoya2-118_rope-2,,Nkoya2,118_rope,lunyimbwa/nthambo,nthambo,ⁿtʰ a ⁿb o,,Sawka2019,,,^ nth a mb o $,default,thing
Tonga-119_salt-1,,Tonga,119_salt,munyo,munyo,m u nʲ o,,Sawka2019,,,^ m u ny o $,default,thing
MukuniMarch-119_salt-1,,MukuniMarch,119_salt,munyo,munyo,m u nʲ o,,Sawka2019,,,^ m u ny o $,default,thing
Mukuni-119_salt-1,,Mukuni,119_salt,mulunzio,mulunzio,m u l u ⁿz i o,,Sawka2019,,,^ m u l u nz i o $,default,thing
Sekute2013-119_salt-1,,Sekute2013,119_salt,mwinyo,mwinyo,mʷ i nʲ o,,Sawka2019,,,^ mw i ny o $,default,thing
Sekute-119_salt-1,,Sekute,119_salt,munyo,munyo,m u nʲ o,,Sawka2019,,,^ m u ny o $,default,thing
Musukotwani-119_salt-1,,Musukotwani,119_salt,munyo,munyo,m u nʲ o,,Sawka2019,,,^ m u ny o $,default,thing
Ila-119_salt-1,,Ila,119_salt,mwino,mwino,mʷ i n o,,Sawka2019,,,^ mw i n o $,default,thing
Lozi-119_salt-1,,Lozi,119_salt,lizwai,lizwai,l i zʷ a i,,Sawka2019,,,^ l i zw a i $,default,thing
Chewa-119_salt-1,,Chewa,119_salt,mcere,mcere,m c/tʃ e r e,,Sawka2019,,,^ m c e r e $,default,thing
Nkoya1-119_salt-1,,Nkoya1,119_salt,mushele,mushele,m u sh/ʃ e l e,,Sawka2019,,,^ m u sh e l e $,default,thing
Nkoya2-119_salt-1,,Nkoya2,119_salt,mushele,mushele,m u sh/ʃ e l e,,Sawka2019,,,^ m u sh e l e $,default,thing
Tonga-120_sand-1,,Tonga,120_sand,musenga,musenga,m u s e ⁿg a,,Sawka2019,,,^ m u s e ng a $,default,thing
MukuniMarch-120_sand-1,,MukuniMarch,120_sand,muse,muse,m u s e,,Sawka2019,,,^ m u s e $,default,thing
Mukuni-120_sand-1,,Mukuni,120_sand,muse,muse,m u s e,,Sawka2019,,,^ m u s e $,default,thing
Sekute2013-120_sand-1,,Sekute2013,120_sand,muse,muse,m u s e,,Sawka2019,,,^ m u s e $,default,thing
Sekute-120_sand-1,,Sekute,120_sand,muse,muse,m u s e,,Sawka2019,,,^ m u s e $,default,thing
Musukotwani-120_sand-1,,Musukotwani,120_sand,muse,muse,m u s e,,Sawka2019,,,^ m u s e $,default,thing
Ila-120_sand-1,,Ila,120_sand,musenga,musenga,m u s e ⁿg a,,Sawka2019,,,^ m u s e ng a $,default,thing
Lozi-120_sand-1,,Lozi,120_sand,lishabati,lishabati,l i sh/ʃ a b a t i,,Sawka2019,,,^ l i sh a b a t i $,default,thing
Chewa-120_sand-1,,Chewa,120_sand,mcenga,mcenga,m c/tʃ e ⁿg a,,Sawka2019,,,^ m c e ng a $,default,thing
Nkoya1-120_sand-1,,Nkoya1,120_sand,lihengevu,lihengevu,l i h e ⁿg e v u,,Sawka2019,,,^ l i h e ng e v u $,default,thing
Nkoya2-120_sand-1,,Nkoya2,120_sand,luhekelela,luhekelela,l u h e k e l e l a,,Sawka2019,,,^ l u h e k e l e l a $,default,thing
Tonga-121_seed-1,,Tonga,121_seed,nseke,nseke,n s e k e,,Sawka2019,,,^ ns e k e $,default,thing
MukuniMarch-121_seed-1,,MukuniMarch,121_seed,imbuto,imbuto,i ⁿb u t o,,Sawka2019,,,^ i mb u t o $,default,thing
Mukuni-121_seed-1,,Mukuni,121_seed,imbuto,imbuto,i ⁿb u t o,,Sawka2019,,,^ i mb u t o $,default,thing
Sekute2013-121_seed-1,,Sekute2013,121_seed,imbuto,imbuto,i ⁿb u t o,,Sawka2019,,,^ i mb u t o $,default,thing
Sekute-121_seed-1,,Sekute,121_seed,imbuto,imbuto,i ⁿb u t o,,Sawka2019,,,^ i mb u t o $,default,thing
Musukotwani-121_seed-1,,Musukotwani,121_seed,imbuto,imbuto,i ⁿb u t o,,Sawka2019,,,^ i mb u t o $,default,thing
